book_name,author,genres_list,pages_format,first_published_year,rating,ratings_count,score,votes,book_url
A Tree Grows in Brooklyn,Betty  Smith,"['Classics', 'Fiction', 'Historical Fiction', 'Book Club', 'Young Adult', 'Coming Of Age', 'Historical']","496 pages, Paperback",1943, 4.30 avg rating,"509,984 ratings","score: 353,218","3,882 people voted",https://www.goodreads.com/book/show/14891.A_Tree_Grows_in_Brooklyn
The Road,Cormac McCarthy,"['Fiction', 'Science Fiction', 'Dystopia', 'Classics', 'Post Apocalyptic', 'Horror', 'Book Club']","241 pages, Hardcover",2006,really liked it 4.00 avg rating,"1,029,517 ratings","score: 346,918","3,805 people voted",https://www.goodreads.com/book/show/6288.The_Road
"The Golden Compass (His Dark Materials, #1)",Philip Pullman,"['Fantasy', 'Young Adult', 'Fiction', 'Childrens', 'Adventure', 'Audiobook', 'Middle Grade']","399 pages, Hardcover",1995, 4.03 avg rating,"1,612,301 ratings","score: 330,912","3,675 people voted",https://www.goodreads.com/book/show/119322.The_Golden_Compass
The Elephant Tree,R.D. Ronald,"['Thriller', 'Mystery', 'Fiction', 'Crime', 'Mystery Thriller', 'Contemporary', 'Novels']","252 pages, Paperback",2010, 3.90 avg rating,"40,136 ratings","score: 330,879","3,555 people voted",https://www.goodreads.com/book/show/9293020-the-elephant-tree
"Harry Potter and the Goblet of Fire (Harry Potter, #4)",J.K. Rowling,"['Fantasy', 'Fiction', 'Young Adult', 'Harry Potter', 'Magic', 'Audiobook', 'Childrens']","752 pages, Hardcover",2000, 4.57 avg rating,"4,165,746 ratings","score: 325,478","3,651 people voted",https://www.goodreads.com/book/show/58613424-harry-potter-and-the-goblet-of-fire
Siddhartha,Hermann Hesse,"['Classics', 'Fiction', 'Philosophy', 'Spirituality', 'Religion', 'Literature', 'Buddhism']","152 pages, Mass Market Paperback",1922, 4.08 avg rating,"871,143 ratings","score: 321,465","3,581 people voted",https://www.goodreads.com/book/show/52036.Siddhartha
"Vampire Academy (Vampire Academy, #1)",Richelle Mead,"['Fantasy', 'Young Adult', 'Vampires', 'Paranormal', 'Romance', 'Urban Fantasy', 'Fiction']","332 pages, Paperback",2007, 4.10 avg rating,"679,056 ratings","score: 319,913","3,436 people voted",https://www.goodreads.com/book/show/345627.Vampire_Academy
And Then There Were None,Agatha Christie,"['Mystery', 'Classics', 'Fiction', 'Agatha Christie', 'Thriller', 'Crime', 'Mystery Thriller']","264 pages, Paperback",1939, 4.27 avg rating,"1,599,290 ratings","score: 312,039","3,489 people voted",https://www.goodreads.com/book/show/16299.And_Then_There_Were_None
Don Quixote,Miguel de Cervantes Saavedra,"['Classics', 'Fiction', 'Literature', 'Spanish Literature', 'Adventure', 'Historical Fiction', 'Novels']","1023 pages, Paperback",1615, 3.91 avg rating,"303,823 ratings","score: 311,417","3,526 people voted",https://www.goodreads.com/book/show/3836.Don_Quixote
"Angela’s Ashes (Frank McCourt, #1)",Frank McCourt,"['Nonfiction', 'Memoir', 'Biography', 'Classics', 'Ireland', 'Autobiography', 'Biography Memoir']","452 pages, Paperback",1996, 4.15 avg rating,"656,818 ratings","score: 311,013","3,473 people voted",https://www.goodreads.com/book/show/252577.Angela_s_Ashes
The Old Man and the Sea,Ernest Hemingway,"['Classics', 'Fiction', 'Literature', 'Novels', 'School', 'American', 'Adventure']","96 pages, Hardcover",1952, 3.81 avg rating,"1,302,758 ratings","score: 304,255","3,492 people voted",https://www.goodreads.com/book/show/2165.The_Old_Man_and_the_Sea
The Poisonwood Bible,Barbara Kingsolver,"['Fiction', 'Historical Fiction', 'Africa', 'Book Club', 'Classics', 'Literary Fiction', 'Historical']","546 pages, Paperback",1998, 4.11 avg rating,"791,012 ratings","score: 298,751","3,285 people voted",https://www.goodreads.com/book/show/7244.The_Poisonwood_Bible
The Zombie Room,R.D. Ronald,"['Thriller', 'Mystery', 'Fiction', 'Crime', 'Mystery Thriller', 'Contemporary', 'Novels']","218 pages, Kindle Edition",2012, 3.92 avg rating,"39,990 ratings","score: 287,441","3,086 people voted",https://www.goodreads.com/book/show/29908754-the-zombie-room
The Complete Stories and Poems,Edgar Allan Poe,"['Classics', 'Poetry', 'Horror', 'Fiction', 'Short Stories', 'Gothic', 'Mystery']","821 pages, Hardcover",1849, 4.40 avg rating,"295,146 ratings","score: 285,757","3,268 people voted",https://www.goodreads.com/book/show/23919.The_Complete_Stories_and_Poems
Gone Girl,Gillian Flynn,"['Fiction', 'Mystery', 'Thriller', 'Book Club', 'Mystery Thriller', 'Crime', 'Suspense']","415 pages, Paperback",2012, 4.15 avg rating,"3,423,283 ratings","score: 268,980","2,967 people voted",https://www.goodreads.com/book/show/19288043-gone-girl
"Interview with the Vampire (The Vampire Chronicles, #1)",Anne Rice,"['Horror', 'Fantasy', 'Fiction', 'Vampires', 'Paranormal', 'Classics', 'Gothic']","346 pages, Paperback",1976, 4.02 avg rating,"647,053 ratings","score: 266,984","3,032 people voted",https://www.goodreads.com/book/show/43763.Interview_with_the_Vampire
Atlas Shrugged,Ayn Rand,"['Fiction', 'Classics', 'Philosophy', 'Politics', 'Literature', 'Science Fiction', 'Novels']","1168 pages, Paperback",1957, 3.69 avg rating,"406,229 ratings","score: 261,988","2,879 people voted",https://www.goodreads.com/book/show/662.Atlas_Shrugged
The Girl Who Played with Fire (Millennium #2),Stieg Larsson,"['Fiction', 'Mystery', 'Thriller', 'Crime', 'Mystery Thriller', 'Suspense', 'Contemporary']","503 pages, Hardcover",2006, 4.26 avg rating,"983,117 ratings","score: 261,196","2,935 people voted",https://www.goodreads.com/book/show/5060378-the-girl-who-played-with-fire
"Winnie-the-Pooh (Winnie-the-Pooh, #1)",A.A. Milne,"['Classics', 'Childrens', 'Fiction', 'Fantasy', 'Animals', 'Audiobook', 'Middle Grade']","161 pages, Hardcover",1926, 4.38 avg rating,"393,989 ratings","score: 258,814","3,027 people voted",https://www.goodreads.com/book/show/99107.Winnie_the_Pooh
"The Notebook (The Notebook, #1)",Nicholas Sparks,"['Romance', 'Fiction', 'Chick Lit', 'Contemporary', 'Adult', 'Classics', 'Adult Fiction']","227 pages, Kindle Edition",1996, 4.16 avg rating,"1,832,225 ratings","score: 258,000","2,907 people voted",https://www.goodreads.com/book/show/33648131-the-notebook
"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",J.K. Rowling,"['Fantasy', 'Fiction', 'Young Adult', 'Harry Potter', 'Magic', 'Childrens', 'Audiobook']","309 pages, Hardcover",1997, 4.47 avg rating,"11,324,147 ratings","score: 240,363","2,625 people voted",https://www.goodreads.com/book/show/3.Harry_Potter_and_the_Sorcerer_s_Stone
Fahrenheit 451,Ray Bradbury,"['Classics', 'Fiction', 'Science Fiction', 'Dystopia', 'School', 'Literature', 'Audiobook']","158 pages, Mass Market Paperback",1953, 3.97 avg rating,"2,809,289 ratings","score: 239,517","2,653 people voted",https://www.goodreads.com/book/show/4381.Fahrenheit_451
The Stranger,Albert Camus,"['Classics', 'Fiction', 'Philosophy', 'France', 'Literature', 'Novels', 'French Literature']","123 pages, Paperback",1942, 4.03 avg rating,"1,383,295 ratings","score: 235,470","2,658 people voted",https://www.goodreads.com/book/show/49552.The_Stranger
"The Shining (The Shining, #1)",Stephen  King,"['Horror', 'Fiction', 'Thriller', 'Classics', 'Fantasy', 'Paranormal', 'Mystery']","497 pages, Mass Market Paperback",1977, 4.28 avg rating,"1,694,948 ratings","score: 226,307","2,600 people voted",https://www.goodreads.com/book/show/11588.The_Shining
"Moby-Dick or, The Whale",Herman Melville,"['Classics', 'Fiction', 'Literature', 'Adventure', 'Historical Fiction', 'Novels', 'American']","720 pages, Paperback",1851, 3.56 avg rating,"613,504 ratings","score: 221,495","2,558 people voted",https://www.goodreads.com/book/show/153747.Moby_Dick_or_The_Whale
A Prayer for Owen Meany,John Irving,"['Fiction', 'Classics', 'Book Club', 'Contemporary', 'Literature', 'Literary Fiction', 'Historical Fiction']","637 pages, Paperback",1989, 4.24 avg rating,"336,254 ratings","score: 217,198","2,391 people voted",https://www.goodreads.com/book/show/4473.A_Prayer_for_Owen_Meany
Dark Places,Gillian Flynn,"['Mystery', 'Thriller', 'Fiction', 'Mystery Thriller', 'Crime', 'Suspense', 'Book Club']","424 pages, Hardcover",2009, 3.94 avg rating,"834,460 ratings","score: 216,769","2,342 people voted",https://www.goodreads.com/book/show/5886881-dark-places
A Story of Yesterday,Sergio Cobo,"['Thriller', 'Spanish Literature', 'Mystery', 'European Literature', 'Fiction', 'Magical Realism', 'Ebooks']","70 pages, Kindle Edition",2014, 4.52 avg rating,"19,221 ratings","score: 208,496","2,085 people voted",https://www.goodreads.com/book/show/58913358-a-story-of-yesterday
Shutter Island,Dennis Lehane,"['Mystery', 'Fiction', 'Thriller', 'Mystery Thriller', 'Horror', 'Crime', 'Suspense']","369 pages, Mass Market Paperback",2003, 4.14 avg rating,"223,876 ratings","score: 205,768","2,240 people voted",https://www.goodreads.com/book/show/21686.Shutter_Island
"Harry Potter and the Chamber of Secrets (Harry Potter, #2)",J.K. Rowling,"['Fantasy', 'Fiction', 'Young Adult', 'Harry Potter', 'Magic', 'Audiobook', 'Childrens']","352 pages, Hardcover",1998, 4.43 avg rating,"4,458,539 ratings","score: 204,282","2,409 people voted",https://www.goodreads.com/book/show/15881.Harry_Potter_and_the_Chamber_of_Secrets
"Clockwork Angel (The Infernal Devices, #1)",Cassandra Clare,"['Fantasy', 'Young Adult', 'Romance', 'Paranormal', 'Steampunk', 'Historical Fiction', 'Fiction']","479 pages, Hardcover",2010, 4.31 avg rating,"874,581 ratings","score: 203,029","2,226 people voted",https://www.goodreads.com/book/show/7171637-clockwork-angel
"The Hobbit, or There and Back Again",J.R.R. Tolkien,"['Fantasy', 'Classics', 'Fiction', 'Adventure', 'Young Adult', 'Audiobook', 'High Fantasy']","366 pages, Paperback",1937, 4.30 avg rating,"4,431,010 ratings","score: 197,152","2,282 people voted",https://www.goodreads.com/book/show/5907.The_Hobbit_or_There_and_Back_Again
The Metamorphosis,Franz Kafka,"['Classics', 'Fiction', 'Fantasy', 'Philosophy', 'Short Stories', 'Literature', 'Horror']","201 pages, Mass Market Paperback",1915, 3.90 avg rating,"1,407,615 ratings","score: 191,929","2,219 people voted",https://www.goodreads.com/book/show/485894.The_Metamorphosis
It,Stephen  King,"['Horror', 'Fiction', 'Thriller', 'Fantasy', 'Audiobook', 'Classics', 'Mystery']","1184 pages, Paperback",1986, 4.24 avg rating,"1,258,936 ratings","score: 191,926","2,172 people voted",https://www.goodreads.com/book/show/830502.It
The Girl on the Train,Paula Hawkins,"['Fiction', 'Mystery', 'Thriller', 'Book Club', 'Mystery Thriller', 'Crime', 'Suspense']","336 pages, Hardcover",2015, 3.96 avg rating,"3,266,017 ratings","score: 191,784","2,081 people voted",https://www.goodreads.com/book/show/22557272-the-girl-on-the-train
The Secret Life of Bees,Sue Monk Kidd,"['Fiction', 'Historical Fiction', 'Book Club', 'Classics', 'Young Adult', 'Historical', 'Contemporary']","352 pages, Paperback",2001, 4.10 avg rating,"1,349,360 ratings","score: 190,101","2,178 people voted",https://www.goodreads.com/book/show/37435.The_Secret_Life_of_Bees
"The Name of the Wind (The Kingkiller Chronicle, #1)",Patrick Rothfuss,"['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Audiobook', 'Magic', 'Science Fiction Fantasy']","662 pages, Hardcover",2007, 4.52 avg rating,"1,075,548 ratings","score: 188,861","2,009 people voted",https://www.goodreads.com/book/show/186074.The_Name_of_the_Wind
The Red Tent,Anita Diamant,"['Historical Fiction', 'Fiction', 'Book Club', 'Historical', 'Religion', 'Feminism', 'Adult']","324 pages, Hardcover",1997, 4.20 avg rating,"630,126 ratings","score: 186,382","2,088 people voted",https://www.goodreads.com/book/show/4989.The_Red_Tent
Mystic River,Dennis Lehane,"['Mystery', 'Fiction', 'Thriller', 'Crime', 'Mystery Thriller', 'Suspense', 'Book Club']","416 pages, Paperback",2001, 4.17 avg rating,"164,559 ratings","score: 186,183","2,025 people voted",https://www.goodreads.com/book/show/21671.Mystic_River
"Red Dragon (Hannibal Lecter, #1)",Thomas  Harris,"['Horror', 'Fiction', 'Thriller', 'Crime', 'Mystery', 'Mystery Thriller', 'Suspense']","454 pages, Hardcover",1981, 4.07 avg rating,"371,632 ratings","score: 185,637","2,016 people voted",https://www.goodreads.com/book/show/28877.Red_Dragon
The Master and Margarita,Mikhail Bulgakov,"['Classics', 'Fiction', 'Fantasy', 'Russia', 'Russian Literature', 'Magical Realism', 'Literature']","372 pages, Paperback",1967, 4.28 avg rating,"416,826 ratings","score: 182,940","1,993 people voted",https://www.goodreads.com/book/show/117833.The_Master_and_Margarita
Never Lie,Freida McFadden,"['Thriller', 'Mystery', 'Audiobook', 'Mystery Thriller', 'Fiction', 'Book Club', 'Suspense']","286 pages, Kindle Edition",2022, 4.08 avg rating,"1,403,396 ratings","score: 182,540","1,947 people voted",https://www.goodreads.com/book/show/62080187-never-lie
Before I Go to Sleep,S.J. Watson,"['Thriller', 'Fiction', 'Mystery', 'Book Club', 'Mystery Thriller', 'Suspense', 'Crime']","359 pages, Hardcover",2011, 3.90 avg rating,"367,077 ratings","score: 180,605","1,935 people voted",https://www.goodreads.com/book/show/9736930-before-i-go-to-sleep
None of This Is True,Lisa Jewell,"['Thriller', 'Mystery', 'Audiobook', 'Fiction', 'Book Club', 'Mystery Thriller', 'Suspense']","390 pages, Hardcover",2023, 4.08 avg rating,"1,074,875 ratings","score: 180,397","1,927 people voted",https://www.goodreads.com/book/show/62334530-none-of-this-is-true
Big Little Lies,Liane Moriarty,"['Fiction', 'Mystery', 'Book Club', 'Contemporary', 'Thriller', 'Mystery Thriller', 'Audiobook']","460 pages, Paperback",2014, 4.31 avg rating,"1,109,801 ratings","score: 179,865","1,933 people voted",https://www.goodreads.com/book/show/33516773-big-little-lies
1984,George Orwell,"['Classics', 'Fiction', 'Science Fiction', 'Dystopia', 'Literature', 'Politics', 'Novels']","368 pages, Paperback",1949, 4.20 avg rating,"5,406,984 ratings","score: 178,977","1,926 people voted",https://www.goodreads.com/book/show/61439040-1984
The Paris Apartment,Lucy Foley,"['Mystery', 'Thriller', 'Fiction', 'Mystery Thriller', 'Audiobook', 'Book Club', 'Suspense']","360 pages, Hardcover",2022, 3.64 avg rating,"708,913 ratings","score: 178,435","1,905 people voted",https://www.goodreads.com/book/show/58468990-the-paris-apartment
"The Family Upstairs (The Family Upstairs, #1)",Lisa Jewell,"['Thriller', 'Mystery', 'Fiction', 'Mystery Thriller', 'Audiobook', 'Book Club', 'Suspense']","352 pages, Hardcover",2019, 3.95 avg rating,"557,770 ratings","score: 177,561","1,895 people voted",https://www.goodreads.com/book/show/43822820-the-family-upstairs
The Count of Monte Cristo,Alexandre Dumas,"['Classics', 'Fiction', 'Historical Fiction', 'Adventure', 'Literature', 'France', 'Historical']","1276 pages, Paperback",1844, 4.32 avg rating,"1,016,947 ratings","score: 176,952","2,010 people voted",https://www.goodreads.com/book/show/7126.The_Count_of_Monte_Cristo
Lock Every Door,Riley Sager,"['Thriller', 'Mystery', 'Mystery Thriller', 'Fiction', 'Horror', 'Audiobook', 'Suspense']","381 pages, ebook",2019, 3.89 avg rating,"296,472 ratings","score: 176,215","1,884 people voted",https://www.goodreads.com/book/show/41837243-lock-every-door
"The Housemaid's Secret (The Housemaid, #2)",Freida McFadden,"['Thriller', 'Mystery', 'Fiction', 'Mystery Thriller', 'Audiobook', 'Suspense', 'Crime']","329 pages, Kindle Edition",2023, 4.17 avg rating,"1,540,171 ratings","score: 176,112","1,880 people voted",https://www.goodreads.com/book/show/62848145-the-housemaid-s-secret
"You (You, #1)",Caroline Kepnes,"['Thriller', 'Fiction', 'Mystery', 'Mystery Thriller', 'Contemporary', 'Audiobook', 'Suspense']","464 pages, Paperback",2014, 3.96 avg rating,"290,682 ratings","score: 175,806","1,880 people voted",https://www.goodreads.com/book/show/36430011-you
The Woman in the Window,A.J. Finn,"['Thriller', 'Mystery', 'Fiction', 'Mystery Thriller', 'Book Club', 'Suspense', 'Audiobook']","455 pages, Kindle Edition",2018, 3.94 avg rating,"881,008 ratings","score: 175,199","1,874 people voted",https://www.goodreads.com/book/show/40389527-the-woman-in-the-window
Perfume: The Story of a Murderer,Patrick Süskind,"['Fiction', 'Classics', 'Historical Fiction', 'Horror', 'Thriller', 'Mystery', 'Crime']","263 pages, Paperback",1985, 4.04 avg rating,"548,860 ratings","score: 174,570","1,973 people voted",https://www.goodreads.com/book/show/343.Perfume
"The Woman in Cabin 10 (Lo Blacklock, #1)",Ruth Ware,"['Mystery', 'Thriller', 'Fiction', 'Mystery Thriller', 'Book Club', 'Audiobook', 'Suspense']","341 pages, Hardcover",2016, 3.72 avg rating,"763,109 ratings","score: 172,357","1,846 people voted",https://www.goodreads.com/book/show/28187230-the-woman-in-cabin-10
Pretty Girls,Karin Slaughter,"['Thriller', 'Mystery', 'Mystery Thriller', 'Fiction', 'Audiobook', 'Crime', 'Book Club']","432 pages, Paperback",2015, 4.01 avg rating,"694,097 ratings","score: 171,635","1,834 people voted",https://www.goodreads.com/book/show/25574782-pretty-girls
Home Before Dark,Riley Sager,"['Horror', 'Thriller', 'Mystery', 'Mystery Thriller', 'Fiction', 'Audiobook', 'Book Club']","389 pages, Hardcover",2020, 4.04 avg rating,"309,046 ratings","score: 170,720","1,824 people voted",https://www.goodreads.com/book/show/50833559-home-before-dark
"The Last Olympian (Percy Jackson and the Olympians, #5)",Rick Riordan,"['Fantasy', 'Young Adult', 'Mythology', 'Fiction', 'Percy Jackson', 'Middle Grade', 'Adventure']","381 pages, Hardcover",2009, 4.55 avg rating,"1,139,597 ratings","score: 170,583","1,933 people voted",https://www.goodreads.com/book/show/4556058-the-last-olympian
"The Bone Collector (Lincoln Rhyme, #1)",Jeffery Deaver,"['Mystery', 'Thriller', 'Fiction', 'Crime', 'Mystery Thriller', 'Suspense', 'Contemporary']","528 pages, Mass Market Paperback",1997, 4.20 avg rating,"195,115 ratings","score: 170,482","1,836 people voted",https://www.goodreads.com/book/show/2373.The_Bone_Collector
Eragon (The Inheritance Cycle #1),Christopher Paolini,"['Fantasy', 'Young Adult', 'Fiction', 'Dragons', 'Adventure', 'Magic', 'High Fantasy']","503 pages, Paperback",2002, 3.96 avg rating,"1,931,638 ratings","score: 169,602","1,931 people voted",https://www.goodreads.com/book/show/113436.Eragon
Fight Club,Chuck Palahniuk,"['Fiction', 'Classics', 'Thriller', 'Contemporary', 'Novels', 'Mystery', 'Literature']","224 pages, Paperback",1996, 4.18 avg rating,"640,375 ratings","score: 169,504","1,941 people voted",https://www.goodreads.com/book/show/36236124-fight-club
